customer_id,product_id
44,3814
44,15738
44,15751
44,24129
44,305
44,6912
44,26816
44,16621
44,25159
44,19259
70,19319
70,18495
70,20891
70,2818
70,18403
70,5904
70,5908
70,1566
70,888
70,18496
160,16842
160,24518
160,28092
160,3214
160,14717
160,20680
160,17365
160,13480
160,7354
160,2140
217,19139
217,26149
217,3542
217,3261
217,3683
217,2384
217,4204
217,27144
217,3413
217,22239
260,20694
260,20160
260,20715
260,15200
260,8677
260,12832
260,25612
260,18212
260,1741
260,10458
322,5602
322,1507
322,1832
322,11226
322,8949
322,20589
322,13792
322,2751
322,5435
322,17691
361,24069
361,20968
361,3662
361,20976
361,22615
361,22204
361,22245
361,22227
361,18707
361,24419
459,3153
459,23730
459,14930
459,18688
459,5618
459,27109
459,25420
459,21186
459,19414
459,12971
487,14367
487,21429
487,21474
487,6103
487,3477
487,2673
487,7583
487,25162
487,23563
487,20589
534,20160
534,17512
534,22168
534,19953
534,27117
534,24964
534,17985
534,4190
534,18459
534,10244
557,14938
557,14934
557,19312
557,6607
557,19419
557,24066
557,12530
557,12529
557,14923
557,14925
599,25300
599,22030
599,17859
599,17851
599,21614
599,8409
599,2934
599,11219
599,15813
599,20284
644,1027
644,22079
644,20829
644,22081
644,22078
644,20825
644,12056
644,26189
644,6212
644,22082
700,24372
700,14319
700,2934
700,20589
700,27035
700,22030
700,20247
700,3536
700,15183
700,24110
719,21996
719,5522
719,20615
719,3131
719,16866
719,26222
719,17494
719,26436
719,20152
719,17608
759,24912
759,3662
759,25759
759,24413
759,26247
759,24425
759,6133
759,11219
759,8816
759,23455
809,25968
809,25975
809,24465
809,2560
809,9223
809,3683
809,1605
809,3524
809,2730
809,24471
853,26278
853,13880
853,20021
853,24994
853,25433
853,5704
853,3617
853,17788
853,24434
853,20589
946,18918
946,17373
946,16281
946,2783
946,20829
946,20157
946,20547
946,20548
946,19110
946,19685
964,2839
964,14221
964,3643
964,174
964,250
964,255
964,279
964,325
964,440
964,479
1016,11219
1016,20589
1016,21896
1016,2839
1016,4230
1016,2327
1016,16959
1016,21914
1016,12236
1016,12235
1052,24024
1052,21926
1052,2934
1052,26234
1052,5214
1052,15410
1052,23886
1052,3522
1052,24012
1052,24008
1090,6635
1090,11219
1090,3213
1090,25674
1090,21410
1090,21429
1090,14068
1090,1452
1090,2917
1090,15581
1102,3662
1102,22030
1102,20589
1102,21410
1102,20581
1102,3683
1102,24069
1102,26717
1102,26240
1102,2560
1127,26717
1127,19249
1127,27459
1127,3662
1127,27903
1127,2773
1127,7566
1127,27832
1127,3683
1127,19139
1172,14367
1172,7963
1172,5970
1172,4777
1172,6791
1172,11337
1172,12990
1172,25619
1172,12988
1172,10031
1293,22702
1293,5460
1293,5928
1293,305
1293,22699
1293,11606
1293,20755
1293,14934
1293,11909
1293,8273
1376,5927
1376,977
1376,5331
1376,8400
1376,290
1376,19793
1376,19954
1376,16095
1376,10780
1376,3153
1391,21120
1391,4130
1391,21122
1391,3477
1391,4478
1391,20996
1391,20966
1391,3536
1391,7986
1391,4477
1449,17051
1449,13902
1449,17050
1449,2520
1449,16522
1449,23999
1449,8326
1449,1004
1449,8700
1449,8355
1553,14895
1553,21122
1553,11287
1553,2264
1553,14128
1553,11289
1553,9412
1553,11285
1553,1772
1553,17364
1592,25395
1592,23450
1592,1221
1592,23887
1592,4734
1592,2366
1592,23868
1592,24870
1592,26484
1592,6213
1796,3145
1796,3111
1796,3725
1796,3726
1796,26244
1796,3957
1796,44
1796,2655
1796,3214
1796,24439
1811,26717
1811,24654
1811,26278
1811,3536
1811,24664
1811,24852
1811,3662
1811,23886
1811,23563
1811,5375
1965,15278
1965,5271
1965,13070
1965,21611
1965,24417
1965,20755
1965,24118
1965,24680
1965,21897
1965,1988
2050,23563
2050,3662
2050,3477
2050,20876
2050,16634
2050,11145
2050,17788
2050,20926
2050,7883
2050,2048
2240,13014
2240,22030
2240,15870
2240,13198
2240,16854
2240,16434
2240,13011
2240,15768
2240,17788
2240,10771
2395,2934
2395,21120
2395,21122
2395,3536
2395,2430
2395,16931
2395,20416
2395,28364
2395,20151
2395,20911
2541,11219
2541,17784
2541,2934
2541,22030
2541,24076
2541,3617
2541,15581
2541,2839
2541,11535
2541,4230
2727,26240
2727,24852
2727,16818
2727,23887
2727,23872
2727,14068
2727,3524
2727,305
2727,2560
2727,18816
2807,25338
2807,18908
2807,740
2807,27578
2807,969
2807,1617
2807,8017
2807,1588
2807,9010
2807,26865
2817,3542
2817,20021
2817,10100
2817,4042
2817,24192
2817,24152
2817,3544
2817,26227
2817,19886
2817,19685
3424,18347
3424,20659
3424,23617
3424,2994
3424,3654
3424,3997
3424,817
3424,3910
3424,24465
3424,3683
3526,3662
3526,4130
3526,22126
3526,2934
3526,22127
3526,3524
3526,5930
3526,27109
3526,5464
3526,20553
4028,19949
4028,24069
4028,20785
4028,21918
4028,19951
4028,27024
4028,4095
4028,806
4028,4182
4028,2943
4037,25640
4037,6607
4037,9136
4037,5804
4037,18691
4037,9140
4037,22127
4037,24066
4037,27055
4037,24833
4157,3662
4157,2934
4157,4130
4157,19135
4157,2982
4157,11219
4157,16522
4157,2520
4157,14606
4157,2317
4206,3524
4206,23887
4206,23872
4206,23563
4206,23886
4206,174
4206,250
4206,255
4206,279
4206,325
5024,20581
5024,11219
5024,16594
5024,16959
5024,18367
5024,18414
5024,24016
5024,24008
5024,24024
5024,24012
5380,5930
5380,16885
5380,19860
5380,2884
5380,20057
5380,26717
5380,17373
5380,15730
5380,16281
5380,22140
5475,2839
5475,174
5475,250
5475,255
5475,279
5475,325
5475,440
5475,479
5475,585
5475,593
9652,26717
9652,10031
9652,25367
9652,5930
9652,14367
9652,5602
9652,4130
9652,21652
9652,23450
9652,18367
9740,3683
9740,22257
9740,21926
9740,20553
9740,20091
9740,21410
9740,3204
9740,22985
9740,23000
9740,2520
9756,4637
9756,23776
9756,3845
9756,4009
9756,3652
9756,2974
9756,23795
9756,9505
9756,25975
9756,3957
9871,3683
9871,22996
9871,2560
9871,21410
9871,23887
9871,3663
9871,2559
9871,24069
9871,26244
9871,9684
10596,4143
10596,3934
10596,9320
10596,18399
10596,3655
10596,4182
10596,3449
10596,2493
10596,4178
10596,3977
10647,1027
10647,9804
10647,19097
10647,3542
10647,174
10647,250
10647,255
10647,279
10647,325
10647,440
10673,20349
10673,3088
10673,1292
10673,2862
10673,3656
10673,27439
10673,3402
10673,2139
10673,1883
10673,2152
10717,3477
10717,20247
10717,3536
10717,23563
10717,174
10717,250
10717,255
10717,279
10717,325
10717,440
10825,20589
10825,24664
10825,2809
10825,3662
10825,5214
10825,11219
10825,3617
10825,24372
10825,10031
10825,4770
10871,7883
10871,25639
10871,2839
10871,1063
10871,17086
10871,1911
10871,12400
10871,24667
10871,18067
10871,7884
11004,2934
11004,3662
11004,23887
11004,20581
11004,20589
11004,24372
11004,22257
11004,4130
11004,21926
11004,3524
15114,26044
15114,26046
15114,26042
15114,1074
15114,27946
15114,19912
15114,27577
15114,26045
15114,8010
15114,8011
15117,2934
15117,2982
15117,3806
15117,24189
15117,3323
15117,23000
15117,24200
15117,2430
15117,16931
15117,20416
15218,25640
15218,26717
15218,3662
15218,23887
15218,21205
15218,17757
15218,17866
15218,24372
15218,15813
15218,25294
15363,1269
15363,13068
15363,22978
15363,24071
15363,23585
15363,1144
15363,18807
15363,23584
15363,18809
15363,22412
16467,20581
16467,3683
16467,22127
16467,18367
16467,18414
16467,24016
16467,24008
16467,24024
16467,24012
16467,24020
16470,16959
16470,20589
16470,4230
16470,11219
16470,12236
16470,12235
16470,12258
16470,22746
16470,22913
16470,22749
16820,22030
16820,25640
16820,23465
16820,11219
16820,10439
16820,3662
16820,25420
16820,24110
16820,2934
16820,20581
17640,9009
17640,24266
17640,20349
17640,3088
17640,4081
17640,9008
17640,3588
17640,2754
17640,174
17640,250
17739,20221
17739,4730
17739,14591
17739,5602
17739,23739
17739,21528
17739,806
17739,17407
17739,22078
17739,4991
18038,20589
18038,2934
18038,11219
18038,24024
18038,23495
18038,21213
18038,23491
18038,24016
18038,24008
18038,23712
18260,4940
18260,129
18260,26992
18260,1605
18260,16589
18260,5910
18260,19082
18260,2560
18260,2425
18260,3662
21223,20089
21223,6016
21223,1193
21223,9076
21223,21766
21223,21917
21223,16014
21223,20087
21223,25358
21223,19559
21290,4993
21290,5056
21290,16571
21290,24069
21290,26323
21290,26749
21290,5055
21290,3451
21290,2409
21290,8158
21452,6374
21452,356
21452,4130
21452,3662
21452,3915
21452,20581
21452,20589
21452,3866
21452,6377
21452,358
21582,21410
21582,2560
21582,19251
21582,20661
21582,19249
21582,21122
21582,22256
21582,21120
21582,24649
21582,21194
21696,9505
21696,4127
21696,22615
21696,21192
21696,15560
21696,3518
21696,3493
21696,7995
21696,3957
21696,19743
21868,5602
21868,9400
21868,20221
21868,24075
21868,4946
21868,19878
21868,5607
21868,19319
21868,1585
21868,285
22084,3806
