customer_id,product_id
44,3662
44,11219
44,26717
44,22030
44,3524
44,20581
44,20589
44,4230
44,23887
44,1027
70,3662
70,11219
70,26717
70,22030
70,3524
70,20581
70,20589
70,4230
70,23887
70,1027
160,3662
160,11219
160,26717
160,22030
160,3524
160,20581
160,20589
160,4230
160,23887
160,1027
217,3662
217,11219
217,26717
217,22030
217,3524
217,20581
217,20589
217,4230
217,23887
217,1027
260,3662
260,11219
260,26717
260,22030
260,3524
260,20581
260,20589
260,4230
260,23887
260,1027
322,3662
322,11219
322,26717
322,22030
322,3524
322,20581
322,20589
322,4230
322,23887
322,1027
361,3662
361,11219
361,26717
361,22030
361,3524
361,20581
361,20589
361,4230
361,23887
361,1027
459,3662
459,11219
459,26717
459,22030
459,3524
459,20581
459,20589
459,4230
459,23887
459,1027
487,3662
487,11219
487,26717
487,22030
487,3524
487,20581
487,20589
487,4230
487,23887
487,1027
534,3662
534,11219
534,26717
534,22030
534,3524
534,20581
534,20589
534,4230
534,23887
534,1027
557,3662
557,11219
557,26717
557,22030
557,3524
557,20581
557,20589
557,4230
557,23887
557,1027
599,3662
599,11219
599,26717
599,22030
599,3524
599,20581
599,20589
599,4230
599,23887
599,1027
644,3662
644,11219
644,26717
644,22030
644,3524
644,20581
644,20589
644,4230
644,23887
644,1027
700,3662
700,11219
700,26717
700,22030
700,3524
700,20581
700,20589
700,4230
700,23887
700,1027
719,3662
719,11219
719,26717
719,22030
719,3524
719,20581
719,20589
719,4230
719,23887
719,1027
759,3662
759,11219
759,26717
759,22030
759,3524
759,20581
759,20589
759,4230
759,23887
759,1027
809,3662
809,11219
809,26717
809,22030
809,3524
809,20581
809,20589
809,4230
809,23887
809,1027
853,3662
853,11219
853,26717
853,22030
853,3524
853,20581
853,20589
853,4230
853,23887
853,1027
946,3662
946,11219
946,26717
946,22030
946,3524
946,20581
946,20589
946,4230
946,23887
946,1027
964,3662
964,11219
964,26717
964,22030
964,3524
964,20581
964,20589
964,4230
964,23887
964,1027
1016,3662
1016,11219
1016,26717
1016,22030
1016,3524
1016,20581
1016,20589
1016,4230
1016,23887
1016,1027
1052,3662
1052,11219
1052,26717
1052,22030
1052,3524
1052,20581
1052,20589
1052,4230
1052,23887
1052,1027
1090,3662
1090,11219
1090,26717
1090,22030
1090,3524
1090,20581
1090,20589
1090,4230
1090,23887
1090,1027
1102,3662
1102,11219
1102,26717
1102,22030
1102,3524
1102,20581
1102,20589
1102,4230
1102,23887
1102,1027
1127,3662
1127,11219
1127,26717
1127,22030
1127,3524
1127,20581
1127,20589
1127,4230
1127,23887
1127,1027
1172,3662
1172,11219
1172,26717
1172,22030
1172,3524
1172,20581
1172,20589
1172,4230
1172,23887
1172,1027
1293,3662
1293,11219
1293,26717
1293,22030
1293,3524
1293,20581
1293,20589
1293,4230
1293,23887
1293,1027
1376,3662
1376,11219
1376,26717
1376,22030
1376,3524
1376,20581
1376,20589
1376,4230
1376,23887
1376,1027
1391,3662
1391,11219
1391,26717
1391,22030
1391,3524
1391,20581
1391,20589
1391,4230
1391,23887
1391,1027
1449,3662
1449,11219
1449,26717
1449,22030
1449,3524
1449,20581
1449,20589
1449,4230
1449,23887
1449,1027
1553,3662
1553,11219
1553,26717
1553,22030
1553,3524
1553,20581
1553,20589
1553,4230
1553,23887
1553,1027
1592,3662
1592,11219
1592,26717
1592,22030
1592,3524
1592,20581
1592,20589
1592,4230
1592,23887
1592,1027
1796,3662
1796,11219
1796,26717
1796,22030
1796,3524
1796,20581
1796,20589
1796,4230
1796,23887
1796,1027
1811,3662
1811,11219
1811,26717
1811,22030
1811,3524
1811,20581
1811,20589
1811,4230
1811,23887
1811,1027
1965,3662
1965,11219
1965,26717
1965,22030
1965,3524
1965,20581
1965,20589
1965,4230
1965,23887
1965,1027
2050,3662
2050,11219
2050,26717
2050,22030
2050,3524
2050,20581
2050,20589
2050,4230
2050,23887
2050,1027
2240,3662
2240,11219
2240,26717
2240,22030
2240,3524
2240,20581
2240,20589
2240,4230
2240,23887
2240,1027
2395,3662
2395,11219
2395,26717
2395,22030
2395,3524
2395,20581
2395,20589
2395,4230
2395,23887
2395,1027
2541,3662
2541,11219
2541,26717
2541,22030
2541,3524
2541,20581
2541,20589
2541,4230
2541,23887
2541,1027
2727,3662
2727,11219
2727,26717
2727,22030
2727,3524
2727,20581
2727,20589
2727,4230
2727,23887
2727,1027
2807,3662
2807,11219
2807,26717
2807,22030
2807,3524
2807,20581
2807,20589
2807,4230
2807,23887
2807,1027
2817,3662
2817,11219
2817,26717
2817,22030
2817,3524
2817,20581
2817,20589
2817,4230
2817,23887
2817,1027
3424,3662
3424,11219
3424,26717
3424,22030
3424,3524
3424,20581
3424,20589
3424,4230
3424,23887
3424,1027
3526,3662
3526,11219
3526,26717
3526,22030
3526,3524
3526,20581
3526,20589
3526,4230
3526,23887
3526,1027
4028,3662
4028,11219
4028,26717
4028,22030
4028,3524
4028,20581
4028,20589
4028,4230
4028,23887
4028,1027
4037,3662
4037,11219
4037,26717
4037,22030
4037,3524
4037,20581
4037,20589
4037,4230
4037,23887
4037,1027
4157,3662
4157,11219
4157,26717
4157,22030
4157,3524
4157,20581
4157,20589
4157,4230
4157,23887
4157,1027
4206,3662
4206,11219
4206,26717
4206,22030
4206,3524
4206,20581
4206,20589
4206,4230
4206,23887
4206,1027
5024,3662
5024,11219
5024,26717
5024,22030
5024,3524
5024,20581
5024,20589
5024,4230
5024,23887
5024,1027
5380,3662
5380,11219
5380,26717
5380,22030
5380,3524
5380,20581
5380,20589
5380,4230
5380,23887
5380,1027
5475,3662
5475,11219
5475,26717
5475,22030
5475,3524
5475,20581
5475,20589
5475,4230
5475,23887
5475,1027
9652,3662
9652,11219
9652,26717
9652,22030
9652,3524
9652,20581
9652,20589
9652,4230
9652,23887
9652,1027
9740,3662
9740,11219
9740,26717
9740,22030
9740,3524
9740,20581
9740,20589
9740,4230
9740,23887
9740,1027
9756,3662
9756,11219
9756,26717
9756,22030
9756,3524
9756,20581
9756,20589
9756,4230
9756,23887
9756,1027
9871,3662
9871,11219
9871,26717
9871,22030
9871,3524
9871,20581
9871,20589
9871,4230
9871,23887
9871,1027
10596,3662
10596,11219
10596,26717
10596,22030
10596,3524
10596,20581
10596,20589
10596,4230
10596,23887
10596,1027
10647,3662
10647,11219
10647,26717
10647,22030
10647,3524
10647,20581
10647,20589
10647,4230
10647,23887
10647,1027
10673,3662
10673,11219
10673,26717
10673,22030
10673,3524
10673,20581
10673,20589
10673,4230
10673,23887
10673,1027
10717,3662
10717,11219
10717,26717
10717,22030
10717,3524
10717,20581
10717,20589
10717,4230
10717,23887
10717,1027
10825,3662
10825,11219
10825,26717
10825,22030
10825,3524
10825,20581
10825,20589
10825,4230
10825,23887
10825,1027
10871,3662
10871,11219
10871,26717
10871,22030
10871,3524
10871,20581
10871,20589
10871,4230
10871,23887
10871,1027
11004,3662
11004,11219
11004,26717
11004,22030
11004,3524
11004,20581
11004,20589
11004,4230
11004,23887
11004,1027
15114,3662
15114,11219
15114,26717
15114,22030
15114,3524
15114,20581
15114,20589
15114,4230
15114,23887
15114,1027
15117,3662
15117,11219
15117,26717
15117,22030
15117,3524
15117,20581
15117,20589
15117,4230
15117,23887
15117,1027
15218,3662
15218,11219
15218,26717
15218,22030
15218,3524
15218,20581
15218,20589
15218,4230
15218,23887
15218,1027
15363,3662
15363,11219
15363,26717
15363,22030
15363,3524
15363,20581
15363,20589
15363,4230
15363,23887
15363,1027
16467,3662
16467,11219
16467,26717
16467,22030
16467,3524
16467,20581
16467,20589
16467,4230
16467,23887
16467,1027
16470,3662
16470,11219
16470,26717
16470,22030
16470,3524
16470,20581
16470,20589
16470,4230
16470,23887
16470,1027
16820,3662
16820,11219
16820,26717
16820,22030
16820,3524
16820,20581
16820,20589
16820,4230
16820,23887
16820,1027
17640,3662
17640,11219
17640,26717
17640,22030
17640,3524
17640,20581
17640,20589
17640,4230
17640,23887
17640,1027
17739,3662
17739,11219
17739,26717
17739,22030
17739,3524
17739,20581
17739,20589
17739,4230
17739,23887
17739,1027
18038,3662
18038,11219
18038,26717
18038,22030
18038,3524
18038,20581
18038,20589
18038,4230
18038,23887
18038,1027
18260,3662
18260,11219
18260,26717
18260,22030
18260,3524
18260,20581
18260,20589
18260,4230
18260,23887
18260,1027
21223,3662
21223,11219
21223,26717
21223,22030
21223,3524
21223,20581
21223,20589
21223,4230
21223,23887
21223,1027
21290,3662
21290,11219
21290,26717
21290,22030
21290,3524
21290,20581
21290,20589
21290,4230
21290,23887
21290,1027
21452,3662
21452,11219
21452,26717
21452,22030
21452,3524
21452,20581
21452,20589
21452,4230
21452,23887
21452,1027
21582,3662
21582,11219
21582,26717
21582,22030
21582,3524
21582,20581
21582,20589
21582,4230
21582,23887
21582,1027
21696,3662
21696,11219
21696,26717
21696,22030
21696,3524
21696,20581
21696,20589
21696,4230
21696,23887
21696,1027
21868,3662
21868,11219
21868,26717
21868,22030
21868,3524
21868,20581
21868,20589
21868,4230
21868,23887
21868,1027
22084,3662
22084,11219
22084,26717
22084,22030
22084,3524
22084,20581
22084,20589
22084,4230
22084,23887
22084,1027
23084,3662
23084,11219
23084,26717
23084,22030
23084,3524
23084,20581
23084,20589
23084,4230
23084,23887
23084,1027
23648,3662
23648,11219
23648,26717
23648,22030
23648,3524
23648,20581
23648,20589
23648,4230
23648,23887
23648,1027
24492,3662
24492,11219
24492,26717
24492,22030
24492,3524
24492,20581
24492,20589
24492,4230
24492,23887
24492,1027
24977,3662
24977,11219
24977,26717
24977,22030
24977,3524
24977,20581
24977,20589
24977,4230
24977,23887
24977,1027
25603,3662
25603,11219
25603,26717
25603,22030
25603,3524
25603,20581
25603,20589
25603,4230
25603,23887
25603,1027
25820,3662
25820,11219
25820,26717
25820,22030
25820,3524
25820,20581
25820,20589
25820,4230
25820,23887
25820,1027
29024,3662
29024,11219
29024,26717
29024,22030
29024,3524
29024,20581
29024,20589
29024,4230
29024,23887
29024,1027
29991,3662
29991,11219
29991,26717
29991,22030
29991,3524
29991,20581
29991,20589
29991,4230
29991,23887
29991,1027
30715,3662
30715,11219
30715,26717
30715,22030
30715,3524
30715,20581
30715,20589
30715,4230
30715,23887
30715,1027
30940,3662
30940,11219
30940,26717
30940,22030
30940,3524
30940,20581
30940,20589
30940,4230
30940,23887
30940,1027
30965,3662
30965,11219
30965,26717
30965,22030
30965,3524
30965,20581
30965,20589
30965,4230
30965,23887
30965,1027
33058,3662
33058,11219
33058,26717
33058,22030
33058,3524
33058,20581
33058,20589
33058,4230
33058,23887
33058,1027
33369,3662
33369,11219
33369,26717
33369,22030
33369,3524
33369,20581
33369,20589
33369,4230
33369,23887
33369,1027
33565,3662
33565,11219
33565,26717
33565,22030
33565,3524
33565,20581
33565,20589
33565,4230
33565,23887
33565,1027
36255,3662
36255,11219
36255,26717
36255,22030
36255,3524
36255,20581
36255,20589
36255,4230
36255,23887
36255,1027
37716,3662
37716,11219
37716,26717
37716,22030
37716,3524
37716,20581
37716,20589
37716,4230
37716,23887
37716,1027
37991,3662
37991,11219
37991,26717
37991,22030
37991,3524
37991,20581
37991,20589
37991,4230
37991,23887
37991,1027
38204,3662
38204,11219
38204,26717
38204,22030
38204,3524
38204,20581
38204,20589
38204,4230
38204,23887
38204,1027
38492,3662
38492,11219
38492,26717
38492,22030
38492,3524
38492,20581
38492,20589
38492,4230
38492,23887
38492,1027
38660,3662
38660,11219
38660,26717
38660,22030
38660,3524
38660,20581
38660,20589
38660,4230
38660,23887
38660,1027
39156,3662
39156,11219
39156,26717
39156,22030
39156,3524
39156,20581
39156,20589
39156,4230
39156,23887
39156,1027
40431,3662
40431,11219
40431,26717
40431,22030
40431,3524
40431,20581
40431,20589
40431,4230
40431,23887
40431,1027
42108,3662
42108,11219
42108,26717
42108,22030
42108,3524
42108,20581
42108,20589
42108,4230
42108,23887
42108,1027
42704,3662
42704,11219
42704,26717
42704,22030
42704,3524
42704,20581
42704,20589
42704,4230
42704,23887
42704,1027
43035,3662
43035,11219
43035,26717
43035,22030
43035,3524
43035,20581
43035,20589
43035,4230
43035,23887
43035,1027
43270,3662
43270,11219
43270,26717
43270,22030
43270,3524
43270,20581
43270,20589
43270,4230
43270,23887
43270,1027
44790,3662
44790,11219
44790,26717
44790,22030
44790,3524
44790,20581
44790,20589
44790,4230
44790,23887
44790,1027
44922,3662
44922,11219
44922,26717
44922,22030
44922,3524
44922,20581
44922,20589
44922,4230
44922,23887
44922,1027
45462,3662
45462,11219
45462,26717
45462,22030
45462,3524
45462,20581
45462,20589
45462,4230
45462,23887
45462,1027
45832,3662
45832,11219
45832,26717
45832,22030
45832,3524
45832,20581
45832,20589
45832,4230
45832,23887
45832,1027
46083,3662
46083,11219
46083,26717
46083,22030
46083,3524
46083,20581
46083,20589
46083,4230
46083,23887
46083,1027
46290,3662
46290,11219
46290,26717
46290,22030
46290,3524
46290,20581
46290,20589
46290,4230
46290,23887
46290,1027
49910,3662
49910,11219
49910,26717
49910,22030
49910,3524
49910,20581
49910,20589
49910,4230
49910,23887
49910,1027
50245,3662
50245,11219
50245,26717
50245,22030
50245,3524
50245,20581
50245,20589
50245,4230
50245,23887
50245,1027
50248,3662
50248,11219
50248,26717
50248,22030
50248,3524
50248,20581
50248,20589
50248,4230
50248,23887
50248,1027
50620,3662
50620,11219
50620,26717
50620,22030
50620,3524
50620,20581
50620,20589
50620,4230
50620,23887
50620,1027
51963,3662
51963,11219
51963,26717
51963,22030
51963,3524
51963,20581
51963,20589
51963,4230
51963,23887
51963,1027
57064,3662
57064,11219
57064,26717
57064,22030
57064,3524
57064,20581
57064,20589
57064,4230
57064,23887
57064,1027
57963,3662
57963,11219
57963,26717
57963,22030
57963,3524
57963,20581
57963,20589
57963,4230
57963,23887
57963,1027
58699,3662
58699,11219
58699,26717
58699,22030
58699,3524
58699,20581
58699,20589
58699,4230
58699,23887
58699,1027
58869,3662
58869,11219
58869,26717
58869,22030
58869,3524
58869,20581
58869,20589
58869,4230
58869,23887
58869,1027
59980,3662
59980,11219
59980,26717
59980,22030
59980,3524
59980,20581
59980,20589
59980,4230
59980,23887
59980,1027
60451,3662
60451,11219
60451,26717
60451,22030
60451,3524
60451,20581
60451,20589
60451,4230
60451,23887
60451,1027
61272,3662
61272,11219
61272,26717
61272,22030
61272,3524
61272,20581
61272,20589
61272,4230
61272,23887
61272,1027
63580,3662
63580,11219
63580,26717
